ligne,station,ordre,correspondance,station_norm,station_key,main_line,affluence_score
METRO 7 1,Aubervilliers - Pantin - Quatre Chemins,3,,aubervilliers pantin quatre chemins,aubervilliers pantin quatre chemins,METRO 7,0.6
METRO 7 1,Porte de la Villette,4,,porte de la villette,porte de la villette,METRO 7,0.54
METRO 7 1,Corentin Cariou,5,,corentin cariou,corentin cariou,METRO 7,0.48600000000000004
METRO 7 1,Crimée,6,,crimee,crimee,METRO 7,0.43740000000000007
METRO 7 1,Riquet,7,,riquet,riquet,METRO 7,0.39366000000000007
METRO 7 1,Stalingrad,8,"METRO 2, METRO 5",stalingrad,stalingrad,METRO 7,0.5525
METRO 7 1,Louis Blanc,9,METRO 7BIS,louis blanc,louis blanc,METRO 7,0.51
METRO 7 1,Château-Landon,10,,chateau landon,chateau landon,METRO 7,0.459
METRO 7 1,Gare de l'Est,11,"METRO 4, METRO 5",gare de l'est,gare de l'est,METRO 7,0.85
METRO 7 1,Poissonnière,12,,poissonniere,poissonniere,METRO 7,0.765
METRO 7 1,Cadet,13,,cadet,cadet,METRO 7,0.6885
METRO 7 1,Le Peletier,14,,le peletier,le peletier,METRO 7,0.61965
METRO 7 1,Chaussée d'Antin - La Fayette,15,METRO 9,chaussee d'antin la fayette,chaussee d'antin la fayette,METRO 7,0.51
METRO 7 1,Opéra,16,"METRO 3, METRO 8, RER A",opera,opera,METRO 7,0.73
METRO 7 1,Pyramides,17,METRO 14,pyramides,pyramides,METRO 7,0.51
METRO 7 1,Palais Royal - Musée du Louvre,18,METRO 1,palais royal musee du louvre,palais royal,METRO 7,0.51
METRO 7 1,Pont Neuf,19,,pont neuf,pont neuf,METRO 7,0.459
METRO 7 1,Châtelet,20,"METRO 1, METRO 4, METRO 11, METRO 14, RER A, RER B, RER D",chatelet,chatelet,METRO 7,0.95
METRO 7 1,Pont Marie,21,,pont marie,pont marie,METRO 7,0.855
METRO 7 1,Sully - Morland,22,,sully morland,sully morland,METRO 7,0.7695
METRO 7 1,Jussieu,23,METRO 10,jussieu,jussieu,METRO 7,0.51
METRO 7 1,Place Monge,24,,place monge,place monge,METRO 7,0.459
METRO 7 1,Censier - Daubenton,25,,censier daubenton,censier daubenton,METRO 7,0.4131
METRO 7 1,Les Gobelins,26,,les gobelins,les gobelins,METRO 7,0.37179
METRO 7 1,Place d'Italie,27,"METRO 5, METRO 6",place d'italie,place d'italie,METRO 7,0.65
METRO 7 1,Tolbiac,28,,tolbiac,tolbiac,METRO 7,0.5850000000000001
METRO 7 1,Maison Blanche,29,METRO 14,maison blanche,maison blanche,METRO 7,0.51
METRO 7 1,Porte d'Italie,30,,porte d'italie,porte d'italie,METRO 7,0.459
METRO 7 1,Porte de Choisy,31,,porte de choisy,porte de choisy,METRO 7,0.4131
METRO 7 1,Porte d'Ivry,32,,porte d'ivry,porte d'ivry,METRO 7,0.37179
METRO 7 1,Pierre et Marie Curie,33,,pierre et marie curie,pierre et marie curie,METRO 7,0.334611
METRO 7 1,Mairie d'Ivry,34,,mairie d'ivry,mairie d'ivry,METRO 7,0.3011499
METRO 7 2,La Courneuve - 8 Mai 1945,1,,la courneuve 8 mai 1945,la courneuve 8 mai 1945,METRO 7,0.48600000000000004
METRO 7 2,Fort d'Aubervilliers,2,,fort d'aubervilliers,fort d'aubervilliers,METRO 7,0.54
METRO 7 2,Aubervilliers - Pantin - Quatre Chemins,3,,aubervilliers pantin quatre chemins,aubervilliers pantin quatre chemins,METRO 7,0.6
METRO 7 2,Porte de la Villette,4,,porte de la villette,porte de la villette,METRO 7,0.54
METRO 7 2,Corentin Cariou,5,,corentin cariou,corentin cariou,METRO 7,0.48600000000000004
METRO 7 2,Crimée,6,,crimee,crimee,METRO 7,0.43740000000000007
METRO 7 2,Riquet,7,,riquet,riquet,METRO 7,0.39366000000000007
METRO 7 2,Stalingrad,8,"METRO 2, METRO 5",stalingrad,stalingrad,METRO 7,0.5525
METRO 7 2,Louis Blanc,9,METRO 7BIS,louis blanc,louis blanc,METRO 7,0.51
METRO 7 2,Château-Landon,10,,chateau landon,chateau landon,METRO 7,0.459
METRO 7 2,Gare de l'Est,11,"METRO 4, METRO 5",gare de l'est,gare de l'est,METRO 7,0.85
METRO 7 2,Poissonnière,12,,poissonniere,poissonniere,METRO 7,0.765
METRO 7 2,Cadet,13,,cadet,cadet,METRO 7,0.6885
METRO 7 2,Le Peletier,14,,le peletier,le peletier,METRO 7,0.61965
METRO 7 2,Chaussée d'Antin - La Fayette,15,METRO 9,chaussee d'antin la fayette,chaussee d'antin la fayette,METRO 7,0.51
METRO 7 2,Opéra,16,"METRO 3, METRO 8, RER A",opera,opera,METRO 7,0.73
METRO 7 2,Pyramides,17,METRO 14,pyramides,pyramides,METRO 7,0.51
METRO 7 2,Palais Royal - Musée du Louvre,18,METRO 1,palais royal musee du louvre,palais royal,METRO 7,0.51
METRO 7 2,Pont Neuf,19,,pont neuf,pont neuf,METRO 7,0.459
METRO 7 2,Châtelet,20,"METRO 1, METRO 4, METRO 11, METRO 14, RER A, RER B, RER D",chatelet,chatelet,METRO 7,0.95
METRO 7 2,Pont Marie,21,,pont marie,pont marie,METRO 7,0.855
METRO 7 2,Sully - Morland,22,,sully morland,sully morland,METRO 7,0.7695
METRO 7 2,Jussieu,23,METRO 10,jussieu,jussieu,METRO 7,0.51
METRO 7 2,Place Monge,24,,place monge,place monge,METRO 7,0.459
METRO 7 2,Censier - Daubenton,25,,censier daubenton,censier daubenton,METRO 7,0.4131
METRO 7 2,Les Gobelins,26,,les gobelins,les gobelins,METRO 7,0.37179
METRO 7 2,Place d'Italie,27,"METRO 5, METRO 6",place d'italie,place d'italie,METRO 7,0.65
METRO 7 2,Tolbiac,28,,tolbiac,tolbiac,METRO 7,0.5850000000000001
METRO 7 2,Maison Blanche,29,METRO 14,maison blanche,maison blanche,METRO 7,0.51
METRO 7 2,Le Kremlin-Bicêtre,30,,le kremlin bicetre,le kremlin bicetre,METRO 7,0.459
METRO 7 2,Villejuif - Léo Lagrange,31,,villejuif leo lagrange,villejuif leo lagrange,METRO 7,0.4131
METRO 7 2,Villejuif - Paul Vaillant-Couturier,32,,villejuif paul vaillant couturier,villejuif paul vaillant couturier,METRO 7,0.37179
METRO 7 2,Villejuif - Louis Aragon,33,,villejuif louis aragon,villejuif louis aragon,METRO 7,0.334611
METRO 8,Balard,1,METRO 12,balard,balard,METRO 8,0.31984875
METRO 8,Boucicaut,2,,boucicaut,boucicaut,METRO 8,0.3553875
METRO 8,Félix Faure,3,,felix faure,felix faure,METRO 8,0.39487500000000003
METRO 8,Commerce,4,,commerce,commerce,METRO 8,0.43875000000000003
METRO 8,La Motte-Picquet – Grenelle,5,"METRO 6, METRO 10",la motte picquet grenelle,la motte picquet grenelle,METRO 8,0.48750000000000004
METRO 8,Ecole Militaire,6,,ecole militaire,ecole militaire,METRO 8,0.43875000000000003
METRO 8,La Tour-Maubourg,7,,la tour maubourg,la tour maubourg,METRO 8,0.39487500000000003
METRO 8,Invalides,8,"METRO 13, METRO 12, RER C",invalides,hotel des invalides,METRO 8,0.48750000000000004
METRO 8,Concorde,9,"METRO 1, METRO 12",concorde,place de la concorde,METRO 8,0.48750000000000004
METRO 8,Madeleine,10,"METRO 12, METRO 14",madeleine,madeleine,METRO 8,0.48750000000000004
METRO 8,Opéra,11,"METRO 3, METRO 7",opera,opera,METRO 8,0.73
METRO 8,Richelieu – Drouot,12,METRO 9,richelieu drouot,richelieu drouot,METRO 8,0.44999999999999996
METRO 8,Grands Boulevards,13,METRO 9,grands boulevards,grands boulevards,METRO 8,0.44999999999999996
METRO 8,Bonne Nouvelle,14,METRO 9,bonne nouvelle,bonne nouvelle,METRO 8,0.44999999999999996
METRO 8,Strasbourg – Saint-Denis,15,METRO 4,strasbourg saint denis,strasbourg saint denis,METRO 8,0.48750000000000004
METRO 8,République,16,"METRO 3, METRO 5, METRO 9, METRO 11",republique,republique,METRO 8,0.85
METRO 8,Filles du Calvaire,17,,filles du calvaire,filles du calvaire,METRO 8,0.765
METRO 8,Saint-Sébastien – Froissart,18,,saint sebastien froissart,saint sebastien froissart,METRO 8,0.6885
METRO 8,Chemin Vert,19,,chemin vert,chemin vert,METRO 8,0.61965
METRO 8,Bastille,20,"METRO 1, METRO 5",bastille,bastille,METRO 8,0.65
METRO 8,Ledru-Rollin,21,,ledru rollin,ledru rollin,METRO 8,0.5850000000000001
METRO 8,Faidherbe – Chaligny,22,,faidherbe chaligny,faidherbe chaligny,METRO 8,0.5265000000000001
METRO 8,Reuilly – Diderot,23,METRO 1,reuilly diderot,reuilly diderot,METRO 8,0.44999999999999996
METRO 8,Montgallet,24,,montgallet,montgallet,METRO 8,0.40499999999999997
METRO 8,Daumesnil,25,METRO 6,daumesnil,daumesnil,METRO 8,0.44999999999999996
METRO 8,Michel Bizot,26,,michel bizot,michel bizot,METRO 8,0.40499999999999997
METRO 8,Porte Dorée,27,,porte doree,porte doree,METRO 8,0.3645
METRO 8,Porte de Charenton,28,,porte de charenton,porte de charenton,METRO 8,0.32805
METRO 8,Liberté,29,,liberte,liberte,METRO 8,0.29524500000000004
METRO 8,Charenton – Écoles,30,,charenton ecoles,charenton ecoles,METRO 8,0.2657205
METRO 8,Ecole Vétérinaire de Maisons-Alfort,31,,ecole veterinaire de maisons alfort,ecole veterinaire de maisons alfort,METRO 8,0.23914845000000004
METRO 8,Maisons-Alfort – Stade,32,,maisons alfort stade,maisons alfort stade,METRO 8,0.21523360500000005
METRO 8,Maisons-Alfort – Les Juilliottes,33,,maisons alfort les juilliottes,maisons alfort les juilliottes,METRO 8,0.19371024450000005
METRO 8,Créteil – L’Echat,34,,creteil l'echat,creteil l'echat,METRO 8,0.17433922005000005
METRO 8,Créteil – Université,35,,creteil universite,creteil universite,METRO 8,0.15690529804500006
METRO 8,Créteil – Préfecture,36,,creteil prefecture,creteil prefecture,METRO 8,0.15
METRO 8,Pointe du Lac,37,,pointe du lac,pointe du lac,METRO 8,0.15
METRO 9,Pont de Sèvres,1,,pont de sevres,sevres,METRO 9,0.31886460000000005
METRO 9,Billancourt,2,,billancourt,billancourt,METRO 9,0.35429400000000005
METRO 9,Marcel Sembat,3,,marcel sembat,marcel sembat,METRO 9,0.39366000000000007
METRO 9,Porte de Saint-Cloud,4,,porte de saint cloud,porte de saint cloud,METRO 9,0.43740000000000007
METRO 9,Exelmans,5,,exelmans,exelmans,METRO 9,0.48600000000000004
METRO 9,Michel-Ange – Molitor,6,METRO 10,michel ange molitor,michel ange molitor,METRO 9,0.54
METRO 9,Michel-Ange – Auteuil,7,METRO 10,michel ange auteuil,michel ange auteuil,METRO 9,0.54
METRO 9,Jasmin,8,,jasmin,jasmin,METRO 9,0.48600000000000004
METRO 9,Ranelagh,9,,ranelagh,ranelagh,METRO 9,0.43740000000000007
METRO 9,La Muette,10,RER C,la muette,la muette,METRO 9,0.39366000000000007
METRO 9,Rue de la Pompe,11,,rue de la pompe,rue de la pompe,METRO 9,0.35429400000000005
METRO 9,Trocadéro,12,METRO 6,trocadero,trocadero,METRO 9,0.54
METRO 9,Iéna,13,,iena,iena,METRO 9,0.48600000000000004
METRO 9,Alma – Marceau,14,,alma marceau,alma marceau,METRO 9,0.43740000000000007
METRO 9,Franklin D. Roosevelt,15,METRO 1,franklin d. roosevelt,franklin d. roosevelt,METRO 9,0.54
METRO 9,Saint-Philippe du Roule,16,,saint philippe du roule,saint philippe du roule,METRO 9,0.48600000000000004
METRO 9,Miromesnil,17,METRO 13,miromesnil,miromesnil,METRO 9,0.54
METRO 9,Saint-Augustin,18,,saint augustin,saint augustin,METRO 9,0.48600000000000004
METRO 9,Havre – Caumartin,19,METRO 3,havre caumartin,havre caumartin,METRO 9,0.54
METRO 9,Saint-Lazare,20,"METRO 3, METRO 12, METRO 13, METRO 14, RER E",saint lazare,saint lazare,METRO 9,0.96
METRO 9,Chaussée d’Antin – La Fayette,21,METRO 7,chaussee d'antin la fayette,chaussee d'antin la fayette,METRO 9,0.54
METRO 9,Richelieu – Drouot,22,METRO 8,richelieu drouot,richelieu drouot,METRO 9,0.54
METRO 9,Grands Boulevards,23,METRO 8,grands boulevards,grands boulevards,METRO 9,0.54
METRO 9,Bonne Nouvelle,24,METRO 8,bonne nouvelle,bonne nouvelle,METRO 9,0.54
METRO 9,Strasbourg – Saint-Denis,25,"METRO 4, METRO 8",strasbourg saint denis,strasbourg saint denis,METRO 9,0.5850000000000001
METRO 9,République,26,"METRO 3, METRO 5, METRO 8, METRO 11",republique,republique,METRO 9,0.85
METRO 9,Oberkampf,27,METRO 5,oberkampf,oberkampf,METRO 9,0.54
METRO 9,Saint-Ambroise,28,,saint ambroise,saint ambroise,METRO 9,0.48600000000000004
METRO 9,Voltaire,29,,voltaire,voltaire,METRO 9,0.43740000000000007
METRO 9,Charonne,30,,charonne,charonne,METRO 9,0.39366000000000007
METRO 9,Rue des Boulets,31,,rue des boulets,rue des boulets,METRO 9,0.35429400000000005
METRO 9,Nation,32,"METRO 1, METRO 2, METRO 6, RER A",nation,nation,METRO 9,0.82
METRO 9,Buzenval,33,,buzenval,buzenval,METRO 9,0.738
METRO 9,Maraîchers,34,,maraichers,maraichers,METRO 9,0.6642
METRO 9,Porte de Montreuil,35,,porte de montreuil,porte de montreuil,METRO 9,0.59778
METRO 9,Robespierre,36,,robespierre,robespierre,METRO 9,0.538002
METRO 9,Croix de Chavaux,37,,croix de chavaux,croix de chavaux,METRO 9,0.4842018
METRO 9,Mairie de Montreuil,38,,mairie de montreuil,mairie de montreuil,METRO 9,0.43578162000000004
METRO 10 1,Boulogne - Pont de Saint-Cloud,1,,boulogne pont de saint cloud,boulogne pont de saint cloud,METRO 10,0.21870000000000003
METRO 10 1,Boulogne - Jean Jaurès,2,,boulogne jean jaures,boulogne jean jaures,METRO 10,0.24300000000000002
METRO 10 1,Porte d’Auteuil,3,,porte d'auteuil,porte d'auteuil,METRO 10,0.27
METRO 10 1,Michel-Ange Auteuil,4,METRO 9,michel ange auteuil,michel ange auteuil,METRO 10,0.3
METRO 10 1,Eglise d’Auteuil,5,,eglise d'auteuil,eglise d'auteuil,METRO 10,0.27
METRO 10 1,Javel - André Citroën,6,RER C,javel andre citroen,javel andre citroen,METRO 10,0.24300000000000002
METRO 10 1,Charles Michels,7,,charles michels,charles michels,METRO 10,0.21870000000000003
METRO 10 1,Avenue Émile Zola,8,,avenue emile zola,avenue emile zola,METRO 10,0.19683000000000003
METRO 10 1,La Motte-Picquet - Grenelle,9,"METRO 6, METRO 8",la motte picquet grenelle,la motte picquet grenelle,METRO 10,0.325
METRO 10 1,Ségur,10,,segur,segur,METRO 10,0.29250000000000004
METRO 10 1,Duroc,11,METRO 13,duroc,duroc,METRO 10,0.3
METRO 10 1,Vaneau,12,,vaneau,vaneau,METRO 10,0.27
METRO 10 1,Sèvres - Babylone,13,METRO 12,sevres babylone,sevres babylone,METRO 10,0.3
METRO 10 1,Mabillon,14,,mabillon,mabillon,METRO 10,0.27
METRO 10 1,Odéon,15,METRO 4,odeon,odeon,METRO 10,0.3
METRO 10 1,Cluny - La Sorbonne,16,"RER B, RER C",cluny la sorbonne,cluny la sorbonne,METRO 10,0.27
METRO 10 1,Maubert - Mutualité,17,,maubert mutualite,maubert mutualite,METRO 10,0.24300000000000002
METRO 10 1,Cardinal Lemoine,18,,cardinal lemoine,cardinal lemoine,METRO 10,0.21870000000000003
METRO 10 1,Jussieu,19,METRO 7,jussieu,jussieu,METRO 10,0.3
METRO 10 1,Gare d'Austerlitz,20,"METRO 5, RER C",gare d'austerlitz,gare d'austerlitz,METRO 10,0.325
METRO 10 2,Boulogne - Pont de Saint-Cloud,1,,boulogne pont de saint cloud,boulogne pont de saint cloud,METRO 10,0.24300000000000002
METRO 10 2,Boulogne - Jean Jaurès,2,,boulogne jean jaures,boulogne jean jaures,METRO 10,0.27
METRO 10 2,Michel-Ange Molitor,3,METRO 9,michel ange molitor,michel ange molitor,METRO 10,0.3
METRO 10 2,Chardon Lagache,4,,chardon lagache,chardon lagache,METRO 10,0.27
METRO 10 2,Mirabeau,5,,mirabeau,mirabeau,METRO 10,0.24300000000000002
METRO 10 2,Javel - André Citroën,6,RER C,javel andre citroen,javel andre citroen,METRO 10,0.21870000000000003
METRO 10 2,Charles Michels,7,,charles michels,charles michels,METRO 10,0.19683000000000003
METRO 10 2,Avenue Émile Zola,8,,avenue emile zola,avenue emile zola,METRO 10,0.17714700000000003
METRO 10 2,La Motte-Picquet - Grenelle,9,"METRO 6, METRO 8",la motte picquet grenelle,la motte picquet grenelle,METRO 10,0.325
METRO 10 2,Ségur,10,,segur,segur,METRO 10,0.29250000000000004
METRO 10 2,Duroc,11,METRO 13,duroc,duroc,METRO 10,0.3
METRO 10 2,Vaneau,12,,vaneau,vaneau,METRO 10,0.27
METRO 10 2,Sèvres - Babylone,13,METRO 12,sevres babylone,sevres babylone,METRO 10,0.3
METRO 10 2,Mabillon,14,,mabillon,mabillon,METRO 10,0.27
METRO 10 2,Odéon,15,METRO 4,odeon,odeon,METRO 10,0.3
METRO 10 2,Cluny - La Sorbonne,16,"RER B, RER C",cluny la sorbonne,cluny la sorbonne,METRO 10,0.27
METRO 10 2,Maubert - Mutualité,17,,maubert mutualite,maubert mutualite,METRO 10,0.24300000000000002
METRO 10 2,Cardinal Lemoine,18,,cardinal lemoine,cardinal lemoine,METRO 10,0.21870000000000003
METRO 10 2,Jussieu,19,METRO 7,jussieu,jussieu,METRO 10,0.3
METRO 10 2,Gare d'Austerlitz,20,"METRO 5, RER C",gare d'austerlitz,gare d'austerlitz,METRO 10,0.325
METRO 7BIS 1,Louis Blanc,1,METRO 7,louis blanc,louis blanc,METRO 7BIS,0.36
METRO 7BIS 1,Jaurès,2,"METRO 5, METRO 2",jaures,jaures,METRO 7BIS,0.39
METRO 7BIS 1,Bolivar,3,,bolivar,bolivar,METRO 7BIS,0.35100000000000003
METRO 7BIS 1,Buttes Chaumont,4,,buttes chaumont,buttes chaumont,METRO 7BIS,0.3159
METRO 7BIS 1,Botzaris,5,,botzaris,botzaris,METRO 7BIS,0.28431
METRO 7BIS 1,Danube,6,,danube,danube,METRO 7BIS,0.255879
METRO 7BIS 1,Pré-Saint-Gervais,7,,pre saint gervais,pre saint gervais,METRO 7BIS,0.23029110000000003
METRO 7BIS 2,Louis Blanc,7,METRO 7,louis blanc,louis blanc,METRO 7BIS,0.36
METRO 7BIS 2,Jaurès,6,"METRO 5, METRO 2",jaures,jaures,METRO 7BIS,0.39
METRO 7BIS 2,Bolivar,5,,bolivar,bolivar,METRO 7BIS,0.26244
METRO 7BIS 2,Buttes Chaumont,4,,buttes chaumont,buttes chaumont,METRO 7BIS,0.2916
METRO 7BIS 2,Botzaris,3,,botzaris,botzaris,METRO 7BIS,0.324
METRO 7BIS 2,Place des Fêtes,2,METRO 11,place des fetes,place des fetes,METRO 7BIS,0.36
METRO 7BIS 2,Pré-Saint-Gervais,1,,pre saint gervais,pre saint gervais,METRO 7BIS,0.324
METRO 11,Châtelet,1,"METRO 1, METRO 4, METRO 7, METRO 14, RER A, RER B, RER D",chatelet,chatelet,METRO 11,0.95
METRO 11,Hôtel de Ville,2,METRO 1,hotel de ville,hotel de ville,METRO 11,0.75
METRO 11,Rambuteau,3,,rambuteau,rambuteau,METRO 11,0.675
METRO 11,Arts et Métiers,4,METRO 3,arts et metiers,arts et metiers,METRO 11,0.3
METRO 11,République,5,"METRO 3, METRO 5, METRO 8, METRO 9",republique,republique,METRO 11,0.85
METRO 11,Goncourt,6,,goncourt,goncourt,METRO 11,0.765
METRO 11,Belleville,7,METRO 2,belleville,belleville,METRO 11,0.3
METRO 11,Pyrenées,8,,pyrenees,pyrenees,METRO 11,0.27
METRO 11,Jourdain,9,,jourdain,jourdain,METRO 11,0.24300000000000002
METRO 11,Place des Fêtes,10,METRO 7BIS,place des fetes,place des fetes,METRO 11,0.3
METRO 11,Télégraphe,11,,telegraphe,telegraphe,METRO 11,0.27
METRO 11,Porte des Lilas,12,METRO 3BIS,porte des lilas,porte des lilas,METRO 11,0.3
METRO 11,Mairie des Lilas,13,,mairie des lilas,mairie des lilas,METRO 11,0.27
METRO 11,Serge Gainsbourg,14,,serge gainsbourg,serge gainsbourg,METRO 11,0.24300000000000002
METRO 11,Romainville–Carnot,15,,romainville carnot,romainville carnot,METRO 11,0.21870000000000003
METRO 11,Montreuil – Hôpital,16,,montreuil hopital,montreuil hopital,METRO 11,0.19683000000000003
METRO 11,La Dhuys,17,,la dhuys,la dhuys,METRO 11,0.17714700000000003
METRO 11,Coteaux Beauclair,18,,coteaux beauclair,coteaux beauclair,METRO 11,0.15943230000000003
METRO 11,Rosny–Bois-Perrier,19,RER E,rosny bois perrier,rosny bois perrier,METRO 11,0.3
METRO 12,Mairie d'Aubervilliers,1,,mairie d'aubervilliers,mairie d'aubervilliers,METRO 12,0.255879
METRO 12,Aimé Césaire,2,,aime cesaire,aime cesaire,METRO 12,0.28431
METRO 12,Front Populaire,3,,front populaire,front populaire,METRO 12,0.3159
METRO 12,Porte de la Chapelle,4,,porte de la chapelle,porte de la chapelle,METRO 12,0.35100000000000003
METRO 12,Marcadet – Poissonniers,5,RER E,marcadet poissonniers,marcadet poissonniers,METRO 12,0.39
METRO 12,Jules Joffrin,6,,jules joffrin,jules joffrin,METRO 12,0.35100000000000003
METRO 12,Lamarck – Caulaincourt,7,,lamarck caulaincourt,lamarck caulaincourt,METRO 12,0.3159
METRO 12,Abbesses,8,,abbesses,abbesses,METRO 12,0.28431
METRO 12,Pigalle,9,,pigalle,pigalle,METRO 12,0.39
METRO 12,Saint-Georges,10,,saint georges,saint georges,METRO 12,0.35100000000000003
METRO 12,Notre-Dame-de-Lorette,11,,notre dame de lorette,notre dame de lorette,METRO 12,0.3159
METRO 12,Trinité – d'Estienne d'Orves,12,,trinite d'estienne d'orves,trinite d'estienne d'orves,METRO 12,0.28431
METRO 12,Saint-Lazare,13,,saint lazare,saint lazare,METRO 12,0.96
METRO 12,Madeleine,14,"METRO 2, METRO 12",madeleine,madeleine,METRO 12,0.42250000000000004
METRO 12,Concorde,15,,concorde,place de la concorde,METRO 12,0.42250000000000004
METRO 12,Assemblée Nationale,16,,assemblee nationale,assemblee nationale,METRO 12,0.38025000000000003
METRO 12,Solférino,17,,solferino,solferino,METRO 12,0.34222500000000006
METRO 12,Rue du Bac,18,"METRO 3, METRO 12, METRO 13, RER E",rue du bac,rue du bac,METRO 12,0.30800250000000007
METRO 12,Sèvres – Babylone,19,"METRO 8, METRO 12, METRO 14",sevres babylone,sevres babylone,METRO 12,0.39
METRO 12,Rennes,20,"METRO 1, METRO 8, METRO 12",rennes,rennes,METRO 12,0.35100000000000003
METRO 12,Notre-Dame-des-Champs,21,,notre dame des champs,notre dame des champs,METRO 12,0.3159
METRO 12,Montparnasse – Bienvenüe,22,,montparnasse bienvenue,montparnasse bienvenue,METRO 12,0.87
METRO 12,Falguière,23,,falguiere,falguiere,METRO 12,0.783
METRO 12,Pasteur,24,"METRO 10, METRO 12",pasteur,pasteur,METRO 12,0.39
METRO 12,Volontaires,25,,volontaires,volontaires,METRO 12,0.35100000000000003
METRO 12,Vaugirard,26,,vaugirard,vaugirard,METRO 12,0.3159
METRO 12,Convention,27,"METRO 4, METRO 6, METRO 12, METRO 13",convention,convention,METRO 12,0.28431
METRO 12,Porte de Versailles,28,,porte de versailles,porte de versailles,METRO 12,0.255879
METRO 12,Porte de Vanves,29,,porte de vanves,porte de vanves,METRO 12,0.39
METRO 12,Corentin Celton,30,,corentin celton,corentin celton,METRO 12,0.35100000000000003
METRO 12,Mairie d’Issy,31,,mairie d'issy,mairie d'issy,METRO 12,0.3159
METRO 13 1,Saint-Denis Université,1,,saint denis universite,saint denis universite,METRO 13,0.31492800000000004
METRO 13 1,Basilique de Saint-Denis,2,,basilique de saint denis,basilique de saint denis,METRO 13,0.34992
METRO 13 1,Saint-Denis Porte de Paris,3,,saint denis porte de paris,saint denis porte de paris,METRO 13,0.3888
METRO 13 1,Carrefour Pleyel,4,,carrefour pleyel,carrefour pleyel,METRO 13,0.432
METRO 13 1,Mairie de Saint-Ouen,5,,mairie de saint ouen,mairie de saint ouen,METRO 13,0.48
METRO 13 1,Garibaldi,6,,garibaldi,garibaldi,METRO 13,0.432
METRO 13 1,Porte de Saint-Ouen,7,,porte de saint ouen,porte de saint ouen,METRO 13,0.3888
METRO 13 1,Guy Môquet,8,,guy moquet,guy moquet,METRO 13,0.34992
METRO 13 1,La Fourche,9,,la fourche,la fourche,METRO 13,0.31492800000000004
METRO 13 1,Place de Clichy,10,METRO 14,place de clichy,place de clichy,METRO 13,0.48
METRO 13 1,Liège,11,,liege,liege,METRO 13,0.432
METRO 13 1,Saint-Lazare,12,,saint lazare,saint lazare,METRO 13,0.96
METRO 13 1,Miromesnil,13,,miromesnil,miromesnil,METRO 13,0.48
METRO 13 1,Champs-Elysées Clemenceau,14,,champs elysees clemenceau,champs elysees clemenceau,METRO 13,0.48
METRO 13 1,Invalides,15,METRO 2,invalides,hotel des invalides,METRO 13,0.52
METRO 13 1,Varenne,16,,varenne,varenne,METRO 13,0.468
METRO 13 1,Saint-François-Xavier,17,"METRO 3, METRO 12, METRO 14, RER E",saint francois xavier,saint francois xavier,METRO 13,0.4212
METRO 13 1,Duroc,18,METRO 9,duroc,duroc,METRO 13,0.48
METRO 13 1,Montparnasse – Bienvenüe,19,METRO 1,montparnasse bienvenue,montparnasse bienvenue,METRO 13,0.87
METRO 13 1,Gaîté,20,"METRO 8, RER C",gaite,gaite,METRO 13,0.783
METRO 13 1,Pernety,21,,pernety,pernety,METRO 13,0.7047
METRO 13 1,Plaisance,22,,plaisance,plaisance,METRO 13,0.63423
METRO 13 1,Porte de Vanves,23,METRO 10,porte de vanves,porte de vanves,METRO 13,0.48
METRO 13 1,Malakoff - Plateau de Vanves,24,"METRO 4, METRO 6, METRO 12",malakoff plateau de vanves,malakoff plateau de vanves,METRO 13,0.432
METRO 13 1,Malakoff – Rue Étienne Dolet,25,,malakoff rue etienne dolet,malakoff rue etienne dolet,METRO 13,0.3888
METRO 13 1,Châtillon – Montrouge,26,,chatillon montrouge,chatillon montrouge,METRO 13,0.34992
METRO 13 2,Les Courtilles,1,,les courtilles,les courtilles,METRO 13,0.34117200000000003
METRO 13 2,Les Agnettes,2,,les agnettes,les agnettes,METRO 13,0.37908000000000003
METRO 13 2,Gabriel Péri,3,,gabriel peri,gabriel peri,METRO 13,0.4212
METRO 13 2,Mairie de Clichy,4,,mairie de clichy,mairie de clichy,METRO 13,0.468
METRO 13 2,Porte de Clichy,5,,porte de clichy,porte de clichy,METRO 13,0.52
METRO 13 2,Brochant,6,,brochant,brochant,METRO 13,0.468
METRO 13 2,La Fourche,7,,la fourche,la fourche,METRO 13,0.4212
METRO 13 2,Place de Clichy,8,,place de clichy,place de clichy,METRO 13,0.48
METRO 13 2,Liège,9,,liege,liege,METRO 13,0.432
METRO 13 2,Saint-Lazare,10,"METRO 14, RER C",saint lazare,saint lazare,METRO 13,0.96
METRO 13 2,Miromesnil,11,,miromesnil,miromesnil,METRO 13,0.48
METRO 13 2,Champs-Elysées Clemenceau,12,,champs elysees clemenceau,champs elysees clemenceau,METRO 13,0.48
METRO 13 2,Invalides,13,METRO 2,invalides,hotel des invalides,METRO 13,0.52
METRO 13 2,Varenne,14,,varenne,varenne,METRO 13,0.468
METRO 13 2,Saint-François-Xavier,15,"METRO 3, METRO 12, METRO 14, RER E",saint francois xavier,saint francois xavier,METRO 13,0.4212
METRO 13 2,Duroc,16,METRO 9,duroc,duroc,METRO 13,0.48
METRO 13 2,Montparnasse – Bienvenüe,17,METRO 1,montparnasse bienvenue,montparnasse bienvenue,METRO 13,0.87
