ligne,station,ordre,correspondance,station_norm,station_key,main_line,affluence_score
METRO 13 2,Gaîté,18,"METRO 8, RER C",gaite,gaite,METRO 13,0.783
METRO 13 2,Pernety,19,,pernety,pernety,METRO 13,0.7047
METRO 13 2,Plaisance,20,,plaisance,plaisance,METRO 13,0.63423
METRO 13 2,Porte de Vanves,21,METRO 10,porte de vanves,porte de vanves,METRO 13,0.48
METRO 13 2,Malakoff - Plateau de Vanves,22,"METRO 4, METRO 6, METRO 12",malakoff plateau de vanves,malakoff plateau de vanves,METRO 13,0.432
METRO 13 2,Malakoff – Rue Étienne Dolet,23,,malakoff rue etienne dolet,malakoff rue etienne dolet,METRO 13,0.3888
METRO 13 2,Châtillon – Montrouge,24,,chatillon montrouge,chatillon montrouge,METRO 13,0.34992
METRO 14,Saint-Denis–Pleyel,1,"METRO 13, RER D, RER E",saint denis pleyel,saint denis pleyel,METRO 14,0.432
METRO 14,Mairie de Saint-Ouen,2,METRO 13,mairie de saint ouen,mairie de saint ouen,METRO 14,0.48
METRO 14,Saint-Ouen,3,RER C,saint ouen,saint ouen,METRO 14,0.48
METRO 14,Porte de Clichy,4,"METRO 13, RER C",porte de clichy,porte de clichy,METRO 14,0.52
METRO 14,Pont Cardinet,5,,pont cardinet,pont cardinet,METRO 14,0.468
METRO 14,Saint-Lazare,6,"METRO 3, METRO 12, METRO 13, METRO 14, RER E",saint lazare,saint lazare,METRO 14,0.96
METRO 14,Madeleine,7,"METRO 8, METRO 12, METRO 14",madeleine,madeleine,METRO 14,0.52
METRO 14,Pyramides,8,"METRO 7, METRO 14",pyramides,pyramides,METRO 14,0.48
METRO 14,Châtelet,9,"METRO 1, METRO 4, METRO 7, METRO 11, METRO 14, RER A, RER B, RER D",chatelet,chatelet,METRO 14,0.95
METRO 14,Gare de Lyon,10,"METRO 1, METRO 14, RER A, RER D",gare de lyon,gare de lyon,METRO 14,0.98
METRO 14,Bercy,11,"METRO 6, METRO 14",bercy,bercy,METRO 14,0.48
METRO 14,Cour Saint-Émilion,12,,cour saint emilion,cour saint emilion,METRO 14,0.432
METRO 14,Bibliothèque François Mitterrand,13,RER C,bibliotheque francois mitterrand,bibliotheque francois mitterrand,METRO 14,0.7
METRO 14,Olympiades,14,METRO 14,olympiades,olympiades,METRO 14,0.63
METRO 14,Maison Blanche,15,METRO 7,maison blanche,maison blanche,METRO 14,0.48
METRO 14,Hôpital Bicêtre,16,,hopital bicetre,hopital bicetre,METRO 14,0.432
METRO 14,Villejuif–Gustave Roussy,17,,villejuif gustave roussy,villejuif gustave roussy,METRO 14,0.3888
METRO 14,L'Haÿ-les-Roses,18,,l'hay les roses,l'hay les roses,METRO 14,0.34992
METRO 14,Chevilly-Larue,19,,chevilly larue,chevilly larue,METRO 14,0.31492800000000004
METRO 14,Thiais–Orly,20,,thiais orly,thiais orly,METRO 14,0.28343520000000005
METRO 14,Aéroport d'Orly,21,,aeroport d'orly,aeroport d'orly,METRO 14,0.48
